2018-04-20 20:16:31,b'@LeeMack bloody lovely on hignfy right now being funny and sexy as hell as usual #hignfy',London
2018-04-14 16:01:51,"b'The stars of #HIGNFY? Victoria Coren-Mitchell, Val MacDiarmid and Richard Osman; regulars Ian Hislop and especially\xe2\x80\xa6 https://t.co/X6r8SiReoa'",London
2018-04-14 15:58:52,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 15:51:22,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-14 15:50:59,b'@SupportOurLefty We must protect Our #HIGNFY Friends! https://t.co/LGDceAXxgo',London
2018-04-14 15:38:07,"b"" #hignfy RT @RichardOsley: Alan Bennett: 'I watch five minutes of Have I Got News For You and I always wonder why Ian Hislop and Paul Merton are hap\xe2\x80\xa6""",London
2018-04-14 15:34:04,"b""In case you blinked and missed @The_Indexer on #HIGNFY. There maybe more in Monday's longer edition\nhttps://t.co/BDNdGysRP8""",London
2018-04-14 15:28:07,"b' #hignfy Nothing wrong with the format, do what the News Quiz does and refresh presenter and participants every few years.\xe2\x80\xa6 https://t.co/1wcmJIc6xZ'",London
2018-04-14 15:11:56,b'RT @SurreyTony: Oh those Chuckle Bros #hignfy https://t.co/DyaU4htw00',London
2018-04-14 14:55:13,b'Who watches this tired and scripted  pre-fabricated crap anyway? \n\n#bbc\n#HIGNFY\n\nhttps://t.co/BwXoHNgULn',London
2018-04-14 14:41:56,"b"" #hignfy RT @StBustier: S55E02 - Have I Got News For You https://t.co/MswhYEOpRP via @YouTube.  In case you missed it, here's Victoria Coren Mitchel\xe2\x80\xa6""",London
2018-04-14 14:41:16,"b"" #hignfy RT @StBustier: S55E02 - Have I Got News For You https://t.co/MswhYEOpRP via @YouTube.  In case you missed it, here's Victoria Coren Mitchel\xe2\x80\xa6""",London
2018-04-14 14:38:55,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-14 14:18:46,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-14 14:11:53,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-14 14:02:42,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-14 13:47:07,b' #hignfy Is it time to put Have I Got News for You out of its misery? It should have happened at least a decade ago actually\xe2\x80\xa6 https://t.co/DnwM6aYWCm',London
2018-04-14 13:13:29,"b""Not really. When it comes to women, I'm more swayed by wits than tits. #HIGNFY https://t.co/3vLtx52aDo""",London
2018-04-14 13:08:59,"b"" #hignfy Saw last night's #HaveIGotNewsForYou earlier. David Mitchell is so fortunate to have a spouse like Victoria Coren M\xe2\x80\xa6 https://t.co/tN9Op6EG3h""",London
2018-04-14 13:00:04,"b'RT @haveigotnews: Wikipedia, Oprah Winfrey and... an antique cutlery collection? \xf0\x9f\xa4\x94\nAll new #HIGNFY - tonight, 9:30 on BBC One. https://t.co\xe2\x80\xa6'",London
2018-04-14 12:58:22,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-14 12:48:59,"b'RT @haveigotnews: Wikipedia, Oprah Winfrey and... an antique cutlery collection? \xf0\x9f\xa4\x94\nAll new #HIGNFY - tonight, 9:30 on BBC One. https://t.co\xe2\x80\xa6'",London
2018-04-14 12:22:00,b' #hignfy @Andrew_Adonis This is not the #BBC of the people\nI need a refund on the #HateSpeech broadcaster element\xe2\x80\xa6 https://t.co/0LHwycAUaX',London
2018-04-14 12:19:19,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 12:08:28,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-14 12:06:58,b'@PattMyne @brierley_jane So that would be why @jobrand is the highest appearing female presenter then. #hignfy',London
2018-04-14 12:05:49,b'Cheap jibes and cynicism from @richardosman about #CommonwealthGames2018 on #HIGNFY The dedication and commitment o\xe2\x80\xa6 https://t.co/eijZSGpzxT',London
2018-04-14 12:04:35,b'@VictoriaCoren Where did you get the lovely cherry top/dress you were wearing on #HIGNFY??',London
2018-04-14 12:02:12,b'RT @Peter_H_Todd: Fri 13th April 2018: Comedy/panel.\nBBC1:\n21:30: #HIGNFY 4.45m\n23:25: #Wannabe 0.98m\nBBC2:\n22:00: #Episodes 0.53m\nC4: (exc\xe2\x80\xa6',London
2018-04-14 11:59:37,"b'RT @haveigotnews: Wikipedia, Oprah Winfrey and... an antique cutlery collection? \xf0\x9f\xa4\x94\nAll new #HIGNFY - tonight, 9:30 on BBC One. https://t.co\xe2\x80\xa6'",London
2018-04-14 11:50:31,"b""My theory (which is mine), for what it's worth, about #HIGNFY: it's not about the news at all. Like it or not, it's\xe2\x80\xa6 https://t.co/IoEJhBL8xP""",London
2018-04-14 11:49:54,b'RT @JoniMMM: #HIGNFY Some stats.\nThey started off with a dodgy Corbyn sketch but that was the only time he was featured *faints*.\nOther nam\xe2\x80\xa6',London
2018-04-14 11:48:03,b'Fri 13th April 2018: Comedy/panel.\nBBC1:\n21:30: #HIGNFY 4.45m\n23:25: #Wannabe 0.98m\nBBC2:\n22:00: #Episodes 0.53m\nC4\xe2\x80\xa6 https://t.co/HJ2U7ktvm7',London
2018-04-14 11:22:20,b'Spot on! #HIGNFY \nIs it time to put Have I Got News for You out of its misery? https://t.co/nMDGrl2CFa',London
2018-04-14 11:01:23,"b"" #hignfy S55E02 - Have I Got News For You https://t.co/MswhYEOpRP via @YouTube.  In case you missed it, here's Victoria Core\xe2\x80\xa6 https://t.co/E2iII8nMM0""",London
2018-04-14 10:56:07,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-14 10:51:05,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-14 10:40:53,"b""@LyndonMarquis @Wilf_McGee Didn't he used to present #HIGNFY""",London
2018-04-14 10:27:22,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 10:23:31,b'#HIGNFY ruined by Osman',London
2018-04-14 10:11:32,b'Catching up with #hignfy. Victoria Coren Mitchell should be the permanent chair presenter.',London
2018-04-14 09:54:42,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 09:54:39,"b'RT @PC_Bain: index, pointless *see* pointless index\n\npointless index *see* index, pointless\n#HIGNFY https://t.co/2QB8FH63jf'",London
2018-04-14 09:30:00,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 09:27:34,b'RT @LeeFergusson: Steph McGovern did great on last weeks #HIGNFY but what she here was brilliant!! She donated quite a large amount to this\xe2\x80\xa6',London
2018-04-14 09:24:58,"b""RT @friedmann_f: Any chance of getting this clip of a rival's news broadcast on #hignfy ? or better still, on @BBCNews ! \nVia @EL4JC\nhttps:\xe2\x80\xa6""",London
2018-04-14 09:18:29,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 08:56:50,b'@valmcdermid \nOutstanding on #hignfy.\nWhat exciting thing is this on at 18.45 on 4extra?? \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb https://t.co/X2L6cOOQT9',London
2018-04-14 08:38:22,b' #hignfy RT @BritishQuakers: Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as sile\xe2\x80\xa6',London
2018-04-14 08:35:11,"b""RT @PC_Bain: 'And if you want to look up Donald Trump in the index, he's under C.' (@VictoriaCoren) #HIGNFY https://t.co/lteNM8q4AQ""",London
2018-04-14 08:23:02,"b""RT @PC_Bain: 'And if you want to look up Donald Trump in the index, he's under C.' (@VictoriaCoren) #HIGNFY https://t.co/lteNM8q4AQ""",London
2018-04-14 08:22:31,b' #hignfy S\nH\nE\n\nI\nS\n\nA\nC\nT\nI\nN\nG\n\nG\nU\nI\nL\nT\nY\n\n#nhs #bbcqt #newsnight #bbcnews #bbcdp #channel4  #brexit #may #corbyn\xe2\x80\xa6 https://t.co/UtUT6UwXCm',London
2018-04-14 08:21:49,"b""RT @The_Indexer: Look! We're on the telly! #HIGNFY https://t.co/k6cWUWDCWY""",London
2018-04-14 08:21:14,"b"" #hignfy She's acting guilty!!!!\n\n#nhs #bbcqt #newsnight #bbcnews #bbcdp #channel4  #brexit #may #corbyn #labour\xe2\x80\xa6 https://t.co/N0MzLrOkU9""",London
2018-04-14 08:20:56,b'@VictoriaCoren what needs to happen at the BBC for you to be the permanent host of #HIGNFY? You are awesome!',London
2018-04-14 08:20:44,"b""RT @PC_Bain: 'And if you want to look up Donald Trump in the index, he's under C.' (@VictoriaCoren) #HIGNFY https://t.co/lteNM8q4AQ""",London
2018-04-14 08:15:59,b'RT @mrankoff: #hignfy So funny \xf0\x9f\x98\x82 and trust me there ain\xe2\x80\x99t been much to laugh at where #Corbyn has been involved. https://t.co/zGf7f3BBKn',London
2018-04-14 08:13:34,b'@VictoriaCoren watched #HIGNFY coren last night just because you were on and you looked like a very saucy secretary with those glasses on.',London
2018-04-14 08:13:26,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-14 08:11:12,b' #hignfy M\nA\nY\n\nT\nH\nE\n\nW\nA\nR\n\nC\nR\nI\nM\nI\nN\nA\nL\n\n#nhs #bbcqt #newsnight #bbcnews #bbcdp #channel4  #brexit #may #corbyn\xe2\x80\xa6 https://t.co/3vrkQ0X7Uj',London
2018-04-14 08:11:00,"b'index, pointless *see* pointless index\n\npointless index *see* index, pointless\n#HIGNFY https://t.co/2QB8FH63jf'",London
2018-04-14 08:01:23,b'*faints* #HIGNFY https://t.co/JKrTqV6ZHL',London
2018-04-14 07:59:20,"b' #hignfy RT @indexers: Oh yes, we need to know... RT @The_Indexer: For special bonus points from us, @richardosman, @VictoriaCoren, @valmcdermid: yo\xe2\x80\xa6'",London
2018-04-14 07:57:24,b'RT @mrankoff: #hignfy So funny \xf0\x9f\x98\x82 and trust me there ain\xe2\x80\x99t been much to laugh at where #Corbyn has been involved. https://t.co/zGf7f3BBKn',London
2018-04-14 07:56:51,b' #hignfy RT @BritishQuakers: Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as sile\xe2\x80\xa6',London
2018-04-14 07:53:54,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 07:45:38,"b' #hignfy RT @sergeant_cecil: Fuck me, even Have I Got News For You, has decided to join the BBC bandwagon on making out that Corbyn is anti-Semtitic\xe2\x80\xa6'",London
2018-04-14 07:33:46,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 07:27:38,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 07:17:32,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 07:16:49,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-14 07:16:26,"b'@haveigotnews @VictoriaCoren @richardosman @valmcdermid #HIGNFY last night was excellent. Witty, funny. Great guest\xe2\x80\xa6 https://t.co/CYGb3Zq3jR'",London
2018-04-14 07:06:53,"b' #hignfy RT @Mysteron_Voice: ""I\'d say, Oi, Paxman, NO ! I admire your previously robust work on Newsnight and your no nonsense approach on Universit\xe2\x80\xa6'",London
2018-04-14 06:54:10,"b' #hignfy RT @sergeant_cecil: Fuck me, even Have I Got News For You, has decided to join the BBC bandwagon on making out that Corbyn is anti-Semtitic\xe2\x80\xa6'",London
2018-04-14 06:50:47,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 06:46:47,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 06:45:44,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 06:44:09,b' #hignfy RT @BritishQuakers: Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as sile\xe2\x80\xa6',London
2018-04-14 06:40:27,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 06:35:47,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-14 06:34:51,"b""RT @indexers: RT @the_indexer: Look! We're on the telly! #HIGNFY https://t.co/AR0yQmMuRt""",London
2018-04-14 06:32:09,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 06:29:14,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 06:26:03,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 06:24:12,b'@VictoriaCoren AND @richardosman on the same episode last night? Talk about spoiled. And it was brilliant. A new double act? #HIGNFY',London
2018-04-14 06:09:43,"b' #hignfy RT @friends_earth: Have we got #plasticfree gardening tips for you?! Yes we have! From the fantastic @AlysFowler, no less: https://t.co/hEa\xe2\x80\xa6'",London
2018-04-14 05:57:43,b'RT @LeeFergusson: @VictoriaCoren @valmcdermid @richardosman You were all great tonight!! #HIGNFY',London
2018-04-14 05:52:36,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 05:50:07,"b' #hignfy Have I Got News For You - S55E02 (13 April 2018) https://t.co/gThG9bRVRa and in a glorious coincidence, Victoria Co\xe2\x80\xa6 https://t.co/C2kFy4h81q'",London
2018-04-14 05:44:47,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-14 05:43:10,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 04:58:13,b'RT @mark___austin: #hignfy panto style script tonight - poor',London
2018-04-14 04:57:40,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 04:57:04,"b' #hignfy RT @marthasydenham: ""The sole purpose of the BBC is to undermine Corbyn at every opportunity"" says self-proclaimed Tory Jeremy Paxman in a\xe2\x80\xa6'",London
2018-04-14 04:56:17,"b' #hignfy RT @sergeant_cecil: Fuck me, even Have I Got News For You, has decided to join the BBC bandwagon on making out that Corbyn is anti-Semtitic\xe2\x80\xa6'",London
2018-04-14 04:09:50,"b'RT @haveigotnews: Wikipedia, Oprah Winfrey and... an antique cutlery collection? \xf0\x9f\xa4\x94\nAll new #HIGNFY - tonight, 9:30 on BBC One. https://t.co\xe2\x80\xa6'",London
2018-04-14 04:05:09,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 03:26:15,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 03:10:04,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-14 02:23:40,b' #hignfy RT @BritishQuakers: That could well be the first time #Quakers have been mentioned on @haveigotnews. \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f \n\nThere are often lots of sounds i\xe2\x80\xa6',London
2018-04-14 02:09:49,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-14 02:04:27,"b'RT @haveigotnews: Wikipedia, Oprah Winfrey and... an antique cutlery collection? \xf0\x9f\xa4\x94\nAll new #HIGNFY - tonight, 9:30 on BBC One. https://t.co\xe2\x80\xa6'",London
2018-04-14 02:03:44,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 01:43:59,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-14 01:42:52,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 01:40:46,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 01:40:21,b'RT @TraversOxf: Friday night treat @valmcdermid on #HIGNFY @BBCOne https://t.co/FiJQjYtHxL',London
2018-04-14 01:40:11,b'Well that was scarily accurate #HIGNFY #Bombing #Syria https://t.co/xsv4ZGzRzn',London
2018-04-14 01:31:45,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 01:23:18,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 01:03:32,b' #hignfy RT @BritishQuakers: Woop! Great to hear @YoungQuakerPod mentioned on @haveigotnews this eve! You\xe2\x80\x99ll find laughter and fun - as well as sile\xe2\x80\xa6',London
2018-04-14 01:00:52,"b"" #hignfy RT @RichardOsley: Alan Bennett: 'I watch five minutes of Have I Got News For You and I always wonder why Ian Hislop and Paul Merton are hap\xe2\x80\xa6""",London
2018-04-14 00:59:43,"b'RT @pensionmonkey: #HIGNFY Bloody hell! @VictoriaCoren looks amazing. Well, more amazing than usual. Beautiful'",London
2018-04-14 00:59:12,"b'RT @FanaticRealist: Victoria Coren-Mitchell delivers another masterful (?) performance as guest host on #HIGNFY. Witty, charming and - unli\xe2\x80\xa6'",London
2018-04-14 00:56:24,"b""New #HIGNFY tonight!!! And more #Legion. \n#TGIF #TGIF13 Even though I work over the weekend, still happy it's Friday.""",London
2018-04-14 00:52:13,"b'RT @haveigotnews: Tonight\xe2\x80\x99s #HIGNFY is hosted by @VictoriaCoren, with guest panellists @richardosman and @valmcdermid. BBC One, 9:30pm.'",London
2018-04-14 00:51:27,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:51:08,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:50:44,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:49:33,"b'@VictoriaCoren Well done,you\xe2\x80\x99re great.#HIGNFY'",London
2018-04-14 00:44:39,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:44:09,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:43:40,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:43:26,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:43:19,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:42:55,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:42:30,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:42:07,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:41:36,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:41:13,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:40:27,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:39:26,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:38:54,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:38:16,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:38:07,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:37:45,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:37:27,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:37:10,"b"" #hignfy RT @robabdul: RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millions, both h\xe2\x80\xa6""",London
2018-04-14 00:36:29,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-14 00:34:46,"b"" #hignfy RT I like to think of Bernie Sanders as Jeremy Corbyn's older brother from another mother. Both are loved by millio\xe2\x80\xa6 https://t.co/0M6gqkq8KB""",London
2018-04-14 00:33:28,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:33:15,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:31:15,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:30:18,"b'RT @kirstie646: An intelligent, funny woman presents #HIGNFY and this is a genuine tweet about it. Which century are we in?! https://t.co/x\xe2\x80\xa6'",London
2018-04-14 00:30:17,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:28:45,"b""RT @brierley_jane: #HIGNFY Why don't more women appear on hignfy? Maybe because 70% of the comments on twitter tonight are  about Victoria\xe2\x80\xa6""",London
2018-04-14 00:24:23,"b"" #hignfy RT @WillBlackWriter: Not sure about sport but drug use should be compulsory in satire.  \n\nIt's a tragedy watching surrealist Paul Merton de\xe2\x80\xa6""",London
2018-04-14 00:24:01,b'#london #knifefree #hignfy\nKent police \xe2\x80\x98were forced to attend seminar on not upsetting travellers\n\nhttps://t.co/W1n3LNIvTK',London
2018-04-14 00:23:32,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
2018-04-14 00:23:21,b' #hignfy RT @Ian56789: Most Brits are still under the delusion that the UK has a Free Press.\nIt does NOT.\nIt has a highly controlled &amp; censored medi\xe2\x80\xa6',London
